"","ensembl_gene_id_version","ensembl_gene_id","external_gene_name"
"13721","ENSMMUG00000006803.4","ENSMMUG00000006803",""
"13722","ENSMMUG00000006848.4","ENSMMUG00000006848","OSGEP"
"13723","ENSMMUG00000006855.4","ENSMMUG00000006855",""
"13724","ENSMMUG00000006876.4","ENSMMUG00000006876","PRRG1"
"13725","ENSMMUG00000006916.4","ENSMMUG00000006916","ZC4H2"
"13726","ENSMMUG00000006943.4","ENSMMUG00000006943","ZNF706"
"13727","ENSMMUG00000006966.4","ENSMMUG00000006966","FAM47A"
"13728","ENSMMUG00000006967.4","ENSMMUG00000006967","LANCL3"
"13729","ENSMMUG00000006979.4","ENSMMUG00000006979",""
"13730","ENSMMUG00000006984.4","ENSMMUG00000006984","FBXO33"
"13731","ENSMMUG00000006997.4","ENSMMUG00000006997","TXNDC16"
"13732","ENSMMUG00000006998.4","ENSMMUG00000006998","GPR137C"
"13733","ENSMMUG00000007057.3","ENSMMUG00000007057","SPIN4"
"13734","ENSMMUG00000007059.4","ENSMMUG00000007059",""
"13735","ENSMMUG00000007068.4","ENSMMUG00000007068","TUSC3"
"13736","ENSMMUG00000007115.4","ENSMMUG00000007115","RALYL"
"13737","ENSMMUG00000007135.4","ENSMMUG00000007135","WDR20"
"13738","ENSMMUG00000007140.4","ENSMMUG00000007140","MOK"
"13739","ENSMMUG00000007151.3","ENSMMUG00000007151",""
"13740","ENSMMUG00000007159.4","ENSMMUG00000007159","TEDC1"
"13741","ENSMMUG00000007163.4","ENSMMUG00000007163","TMEM121"
"13742","ENSMMUG00000007185.4","ENSMMUG00000007185","TEX13B"
"13743","ENSMMUG00000007189.4","ENSMMUG00000007189","VSIG1"
"13744","ENSMMUG00000007190.4","ENSMMUG00000007190","ATG4A"
"13745","ENSMMUG00000007205.4","ENSMMUG00000007205","COL4A6"
"13746","ENSMMUG00000007234.4","ENSMMUG00000007234","ATP11C"
"13747","ENSMMUG00000007235.4","ENSMMUG00000007235","COL4A5"
"13748","ENSMMUG00000007264.4","ENSMMUG00000007264","TMEM30B"
"13749","ENSMMUG00000007307.3","ENSMMUG00000007307","SERPINA10"
"13750","ENSMMUG00000007308.4","ENSMMUG00000007308","SERPINA6"
"13751","ENSMMUG00000007339.4","ENSMMUG00000007339","ITIH6"
"13752","ENSMMUG00000007342.4","ENSMMUG00000007342","CSMD3"
"13753","ENSMMUG00000007345.4","ENSMMUG00000007345","MAGED2"
"13754","ENSMMUG00000007350.4","ENSMMUG00000007350","DHRS4L1"
"13755","ENSMMUG00000007357.4","ENSMMUG00000007357","CARMIL3"
"13756","ENSMMUG00000007360.3","ENSMMUG00000007360","CPNE6"
"13757","ENSMMUG00000007361.4","ENSMMUG00000007361","NRL"
"13758","ENSMMUG00000007369.4","ENSMMUG00000007369",""
"13759","ENSMMUG00000007429.4","ENSMMUG00000007429","XKR9"
"13760","ENSMMUG00000007430.4","ENSMMUG00000007430","HMG20A"
"13761","ENSMMUG00000007460.4","ENSMMUG00000007460","VCPKMT"
"13762","ENSMMUG00000007464.4","ENSMMUG00000007464","SOS2"
"13763","ENSMMUG00000007465.4","ENSMMUG00000007465","DHRS4"
"13764","ENSMMUG00000007466.4","ENSMMUG00000007466","DEFB103A"
"13765","ENSMMUG00000007467.4","ENSMMUG00000007467","SPAG11B"
"13766","ENSMMUG00000007468.4","ENSMMUG00000007468","L2HGDH"
"13767","ENSMMUG00000007474.4","ENSMMUG00000007474",""
"13768","ENSMMUG00000007479.4","ENSMMUG00000007479","PNOC"
"13769","ENSMMUG00000007480.4","ENSMMUG00000007480","FBXO16"
"13770","ENSMMUG00000007486.4","ENSMMUG00000007486","FZD3"
"13771","ENSMMUG00000007500.4","ENSMMUG00000007500","CNKSR2"
"13772","ENSMMUG00000007501.4","ENSMMUG00000007501","KLHL34"
"13773","ENSMMUG00000007505.3","ENSMMUG00000007505","GLOD5"
"13774","ENSMMUG00000007514.4","ENSMMUG00000007514","ZBED1"
"13775","ENSMMUG00000007515.4","ENSMMUG00000007515",""
"13776","ENSMMUG00000007516.4","ENSMMUG00000007516","CDCA4"
"13777","ENSMMUG00000007517.4","ENSMMUG00000007517","GPR132"
"13778","ENSMMUG00000007534.4","ENSMMUG00000007534","PRC1"
"13779","ENSMMUG00000007540.4","ENSMMUG00000007540","RHOBTB2"
"13780","ENSMMUG00000007541.3","ENSMMUG00000007541","CHRNB4"
"13781","ENSMMUG00000007542.4","ENSMMUG00000007542","TNFRSF10A"
"13782","ENSMMUG00000007561.4","ENSMMUG00000007561","ZDHHC22"
"13783","ENSMMUG00000007576.4","ENSMMUG00000007576","EYA1"
"13784","ENSMMUG00000007585.4","ENSMMUG00000007585","SH2D1A"
"13785","ENSMMUG00000007587.4","ENSMMUG00000007587","TENM1"
"13786","ENSMMUG00000007593.4","ENSMMUG00000007593","PHKA1"
"13787","ENSMMUG00000007601.4","ENSMMUG00000007601","CENPI"
"13788","ENSMMUG00000007646.4","ENSMMUG00000007646","SLC35F4"
"13789","ENSMMUG00000007669.4","ENSMMUG00000007669","ISG20"
"13790","ENSMMUG00000007673.4","ENSMMUG00000007673","TRMT61A"
"13791","ENSMMUG00000007688.4","ENSMMUG00000007688","AMOT"
"13792","ENSMMUG00000007694.4","ENSMMUG00000007694","SNX16"
"13793","ENSMMUG00000007721.4","ENSMMUG00000007721","ZFPM2"
"13794","ENSMMUG00000007762.4","ENSMMUG00000007762","OTUB2"
"13795","ENSMMUG00000007763.4","ENSMMUG00000007763","DDX24"
"13796","ENSMMUG00000007764.4","ENSMMUG00000007764","ERICH1"
"13797","ENSMMUG00000007887.4","ENSMMUG00000007887",""
"13798","ENSMMUG00000007909.4","ENSMMUG00000007909","ADAM7"
"13799","ENSMMUG00000007922.4","ENSMMUG00000007922","FHL1"
"13800","ENSMMUG00000007939.4","ENSMMUG00000007939",""
"13801","ENSMMUG00000007997.4","ENSMMUG00000007997","PHF6"
"13802","ENSMMUG00000008000.4","ENSMMUG00000008000",""
"13803","ENSMMUG00000008028.4","ENSMMUG00000008028","DOCK5"
"13804","ENSMMUG00000008045.4","ENSMMUG00000008045","AGO2"
"13805","ENSMMUG00000008051.4","ENSMMUG00000008051","Metazoa_SRP"
"13806","ENSMMUG00000008108.4","ENSMMUG00000008108","ZNF449"
"13807","ENSMMUG00000008188.4","ENSMMUG00000008188","BNC1"
"13808","ENSMMUG00000008203.3","ENSMMUG00000008203","RHOJ"
"13809","ENSMMUG00000008205.4","ENSMMUG00000008205","PPP2R5E"
"13810","ENSMMUG00000008209.4","ENSMMUG00000008209","TSPAN6"
"13811","ENSMMUG00000008210.4","ENSMMUG00000008210","SRPX2"
"13812","ENSMMUG00000008212.4","ENSMMUG00000008212","TNMD"
"13813","ENSMMUG00000008213.4","ENSMMUG00000008213","RCN2"
"13814","ENSMMUG00000008214.4","ENSMMUG00000008214","NEMF"
"13815","ENSMMUG00000008223.4","ENSMMUG00000008223","UBE2V2"
"13816","ENSMMUG00000008231.4","ENSMMUG00000008231","GNL3L"
"13817","ENSMMUG00000008247.4","ENSMMUG00000008247",""
"13818","ENSMMUG00000008256.4","ENSMMUG00000008256","AMELX"
"13819","ENSMMUG00000008284.4","ENSMMUG00000008284","DNAAF2"
"13820","ENSMMUG00000008285.3","ENSMMUG00000008285","MGAT2"
"13821","ENSMMUG00000008286.4","ENSMMUG00000008286","RPL36AL"
"13822","ENSMMUG00000008297.4","ENSMMUG00000008297","HOMER2"
"13823","ENSMMUG00000008303.4","ENSMMUG00000008303","HPRT1"
"13824","ENSMMUG00000008306.4","ENSMMUG00000008306","PRKX"
"13825","ENSMMUG00000008351.4","ENSMMUG00000008351","IKBKB"
"13826","ENSMMUG00000008380.4","ENSMMUG00000008380","CDC42BPB"
"13827","ENSMMUG00000008386.4","ENSMMUG00000008386","SLC25A14"
"13828","ENSMMUG00000008388.3","ENSMMUG00000008388","GPR119"
"13829","ENSMMUG00000008389.4","ENSMMUG00000008389","RBMX2"
"13830","ENSMMUG00000008399.4","ENSMMUG00000008399","SV2B"
"13831","ENSMMUG00000008422.4","ENSMMUG00000008422","TRO"
"13832","ENSMMUG00000008425.4","ENSMMUG00000008425","PFKFB1"
"13833","ENSMMUG00000008428.4","ENSMMUG00000008428","APEX2"
"13834","ENSMMUG00000008429.4","ENSMMUG00000008429","ALAS2"
"13835","ENSMMUG00000008438.4","ENSMMUG00000008438","ZBTB10"
"13836","ENSMMUG00000008439.4","ENSMMUG00000008439","ST18"
"13837","ENSMMUG00000008447.4","ENSMMUG00000008447","FBLN5"
"13838","ENSMMUG00000008475.4","ENSMMUG00000008475","AJUBA"
"13839","ENSMMUG00000008477.4","ENSMMUG00000008477","C7H14orf93"
"13840","ENSMMUG00000008495.4","ENSMMUG00000008495","AGBL1"
"13841","ENSMMUG00000008529.4","ENSMMUG00000008529","C7H15orf39"
"13842","ENSMMUG00000008566.4","ENSMMUG00000008566","ZNF157"
"13843","ENSMMUG00000008618.4","ENSMMUG00000008618","CACNA1F"
"13844","ENSMMUG00000008623.4","ENSMMUG00000008623","CCDC22"
"13845","ENSMMUG00000008624.4","ENSMMUG00000008624","FOXP3"
"13846","ENSMMUG00000008635.4","ENSMMUG00000008635","EXT1"
"13847","ENSMMUG00000008715.4","ENSMMUG00000008715","JKAMP"
"13848","ENSMMUG00000008717.4","ENSMMUG00000008717","L3HYPDH"
"13849","ENSMMUG00000008734.4","ENSMMUG00000008734","TRHR"
"13850","ENSMMUG00000008751.4","ENSMMUG00000008751","PHF8"
"13851","ENSMMUG00000008760.4","ENSMMUG00000008760","FAM120C"
"13852","ENSMMUG00000008774.4","ENSMMUG00000008774","CLVS1"
"13853","ENSMMUG00000008777.4","ENSMMUG00000008777","ASPH"
"13854","ENSMMUG00000008781.4","ENSMMUG00000008781","BCORL1"
"13855","ENSMMUG00000008783.4","ENSMMUG00000008783","SLCO5A1"
"13856","ENSMMUG00000008785.4","ENSMMUG00000008785","ELF4"
"13857","ENSMMUG00000008792.4","ENSMMUG00000008792","GPATCH2L"
"13858","ENSMMUG00000008804.4","ENSMMUG00000008804","UQCRB"
"13859","ENSMMUG00000008808.4","ENSMMUG00000008808","MTERF3"
"13860","ENSMMUG00000008818.4","ENSMMUG00000008818","SMARCA1"
"13861","ENSMMUG00000008825.4","ENSMMUG00000008825","OCRL"
"13862","ENSMMUG00000008867.4","ENSMMUG00000008867","ERI1"
"13863","ENSMMUG00000008886.4","ENSMMUG00000008886","CRTC3"
"13864","ENSMMUG00000008887.4","ENSMMUG00000008887","FCF1"
"13865","ENSMMUG00000008926.4","ENSMMUG00000008926","LAPTM4B"
"13866","ENSMMUG00000008964.4","ENSMMUG00000008964","DGLUCY"
"13867","ENSMMUG00000009012.4","ENSMMUG00000009012","FAM3A"
"13868","ENSMMUG00000009015.4","ENSMMUG00000009015","UBL4A"
"13869","ENSMMUG00000009037.4","ENSMMUG00000009037","CUL4B"
"13870","ENSMMUG00000009043.4","ENSMMUG00000009043","MCTS1"
"13871","ENSMMUG00000009054.4","ENSMMUG00000009054","GRIA3"
"13872","ENSMMUG00000009084.4","ENSMMUG00000009084","TM6SF1"
"13873","ENSMMUG00000009087.4","ENSMMUG00000009087","HDGFL3"
"13874","ENSMMUG00000009123.4","ENSMMUG00000009123","GINS4"
"13875","ENSMMUG00000009144.3","ENSMMUG00000009144","NKAIN3"
"13876","ENSMMUG00000009160.4","ENSMMUG00000009160","UBE2Q2"
"13877","ENSMMUG00000009249.4","ENSMMUG00000009249","RLIM"
"13878","ENSMMUG00000009258.4","ENSMMUG00000009258","TGIF2LX"
"13879","ENSMMUG00000009279.4","ENSMMUG00000009279","MAN2C1"
"13880","ENSMMUG00000009281.4","ENSMMUG00000009281","SIN3A"
"13881","ENSMMUG00000009293.4","ENSMMUG00000009293","SMC1A"
"13882","ENSMMUG00000009295.4","ENSMMUG00000009295","RIBC1"
"13883","ENSMMUG00000009296.4","ENSMMUG00000009296","HSD17B10"
"13884","ENSMMUG00000009361.4","ENSMMUG00000009361","FAH"
"13885","ENSMMUG00000009393.4","ENSMMUG00000009393","CRABP1"
"13886","ENSMMUG00000009409.4","ENSMMUG00000009409","MESD"
"13887","ENSMMUG00000009441.3","ENSMMUG00000009441","ABHD4"
"13888","ENSMMUG00000009442.4","ENSMMUG00000009442",""
"13889","ENSMMUG00000009470.4","ENSMMUG00000009470","CLN8"
"13890","ENSMMUG00000009472.4","ENSMMUG00000009472","ARHGEF10"
"13891","ENSMMUG00000009476.4","ENSMMUG00000009476",""
"13892","ENSMMUG00000009477.4","ENSMMUG00000009477","KIF26A"
"13893","ENSMMUG00000009481.4","ENSMMUG00000009481","TMLHE"
"13894","ENSMMUG00000009500.4","ENSMMUG00000009500","LONRF1"
"13895","ENSMMUG00000009513.4","ENSMMUG00000009513","NYNRIN"
"13896","ENSMMUG00000009515.4","ENSMMUG00000009515","CBLN3"
"13897","ENSMMUG00000009516.4","ENSMMUG00000009516","KHNYN"
"13898","ENSMMUG00000009517.4","ENSMMUG00000009517","SDR39U1"
"13899","ENSMMUG00000009520.4","ENSMMUG00000009520","GPHN"
"13900","ENSMMUG00000009575.4","ENSMMUG00000009575","PTPN21"
"13901","ENSMMUG00000009577.4","ENSMMUG00000009577","ATL1"
"13902","ENSMMUG00000009607.4","ENSMMUG00000009607","HTR2C"
"13903","ENSMMUG00000009622.4","ENSMMUG00000009622","GPC3"
"13904","ENSMMUG00000009641.4","ENSMMUG00000009641","NKX2-1"
"13905","ENSMMUG00000009648.4","ENSMMUG00000009648","PAX9"
"13906","ENSMMUG00000009649.4","ENSMMUG00000009649","SLC25A21"
"13907","ENSMMUG00000009651.4","ENSMMUG00000009651","MIPOL1"
"13908","ENSMMUG00000009671.4","ENSMMUG00000009671",""
"13909","ENSMMUG00000009719.4","ENSMMUG00000009719","SLITRK2"
"13910","ENSMMUG00000009738.4","ENSMMUG00000009738","SLC25A29"
"13911","ENSMMUG00000009740.3","ENSMMUG00000009740",""
"13912","ENSMMUG00000009755.4","ENSMMUG00000009755","UBE2W"
"13913","ENSMMUG00000009796.4","ENSMMUG00000009796","NKX3-1"
"13914","ENSMMUG00000009801.4","ENSMMUG00000009801","ZFX"
"13915","ENSMMUG00000009907.4","ENSMMUG00000009907","TBC1D2B"
"13916","ENSMMUG00000009934.4","ENSMMUG00000009934",""
"13917","ENSMMUG00000009952.4","ENSMMUG00000009952","SNX31"
"13918","ENSMMUG00000009958.4","ENSMMUG00000009958","ANKRD46"
"13919","ENSMMUG00000009969.4","ENSMMUG00000009969","ZNF704"
"13920","ENSMMUG00000009970.4","ENSMMUG00000009970","GPRASP2"
"13921","ENSMMUG00000009971.4","ENSMMUG00000009971","CHGA"
"13922","ENSMMUG00000009974.4","ENSMMUG00000009974","ITPK1"
"13923","ENSMMUG00000009990.4","ENSMMUG00000009990","RB1CC1"
"13924","ENSMMUG00000010016.4","ENSMMUG00000010016","SEL1L"
"13925","ENSMMUG00000010046.4","ENSMMUG00000010046","LTB4R2"
"13926","ENSMMUG00000010049.4","ENSMMUG00000010049","NOP9"
"13927","ENSMMUG00000010051.4","ENSMMUG00000010051","DHRS1"
"13928","ENSMMUG00000010056.3","ENSMMUG00000010056","MAGEB18"
"13929","ENSMMUG00000010092.4","ENSMMUG00000010092","TRIM35"
"13930","ENSMMUG00000010093.4","ENSMMUG00000010093","CTSH"
"13931","ENSMMUG00000010112.4","ENSMMUG00000010112",""
"13932","ENSMMUG00000010137.3","ENSMMUG00000010137","MCPH1"
"13933","ENSMMUG00000010139.4","ENSMMUG00000010139","ANGPT2"
"13934","ENSMMUG00000010151.4","ENSMMUG00000010151","KCTD9"
"13935","ENSMMUG00000010152.4","ENSMMUG00000010152","TACC1"
"13936","ENSMMUG00000010157.4","ENSMMUG00000010157",""
"13937","ENSMMUG00000010171.4","ENSMMUG00000010171","PSTPIP1"
"13938","ENSMMUG00000010172.4","ENSMMUG00000010172","TSPAN3"
"13939","ENSMMUG00000010173.4","ENSMMUG00000010173","PSEN1"
"13940","ENSMMUG00000010179.4","ENSMMUG00000010179","C8H8orf74"
"13941","ENSMMUG00000010180.4","ENSMMUG00000010180","PINX1"
"13942","ENSMMUG00000010189.4","ENSMMUG00000010189","TMEM71"
"13943","ENSMMUG00000010190.4","ENSMMUG00000010190","PHF20L1"
"13944","ENSMMUG00000010197.4","ENSMMUG00000010197","SLA"
"13945","ENSMMUG00000010199.4","ENSMMUG00000010199","CCN4"
"13946","ENSMMUG00000010200.4","ENSMMUG00000010200","NDRG1"
"13947","ENSMMUG00000010244.4","ENSMMUG00000010244","MAK16"
"13948","ENSMMUG00000010245.4","ENSMMUG00000010245","F8"
"13949","ENSMMUG00000010251.4","ENSMMUG00000010251","MTCP1"
"13950","ENSMMUG00000010252.4","ENSMMUG00000010252","FRMPD4"
"13951","ENSMMUG00000010253.4","ENSMMUG00000010253","BRCC3"
"13952","ENSMMUG00000010315.4","ENSMMUG00000010315","SAMD4A"
"13953","ENSMMUG00000010324.4","ENSMMUG00000010324","PAGE3"
"13954","ENSMMUG00000010354.4","ENSMMUG00000010354",""
"13955","ENSMMUG00000010392.4","ENSMMUG00000010392","GNG2"
"13956","ENSMMUG00000010394.4","ENSMMUG00000010394","TRMT2B"
"13957","ENSMMUG00000010404.4","ENSMMUG00000010404","ZNF41"
"13958","ENSMMUG00000010418.4","ENSMMUG00000010418",""
"13959","ENSMMUG00000010421.4","ENSMMUG00000010421","ALG13"
"13960","ENSMMUG00000010424.4","ENSMMUG00000010424","TRPC5"
"13961","ENSMMUG00000010432.4","ENSMMUG00000010432","ZNF592"
"13962","ENSMMUG00000010440.4","ENSMMUG00000010440","ADCY8"
"13963","ENSMMUG00000010442.4","ENSMMUG00000010442","NRDE2"
"13964","ENSMMUG00000010464.4","ENSMMUG00000010464","PPM1A"
"13965","ENSMMUG00000010476.4","ENSMMUG00000010476","SOWAHD"
"13966","ENSMMUG00000010493.4","ENSMMUG00000010493","ZNF839"
"13967","ENSMMUG00000010501.4","ENSMMUG00000010501","TCEAL9"
"13968","ENSMMUG00000010576.4","ENSMMUG00000010576","CEP170B"
"13969","ENSMMUG00000010578.4","ENSMMUG00000010578","PLD4"
"13970","ENSMMUG00000010582.4","ENSMMUG00000010582","CDCA2"
"13971","ENSMMUG00000010585.4","ENSMMUG00000010585","PNCK"
"13972","ENSMMUG00000010586.4","ENSMMUG00000010586","MESP1"
"13973","ENSMMUG00000010598.4","ENSMMUG00000010598","REPS2"
"13974","ENSMMUG00000010617.4","ENSMMUG00000010617","CCDC120"
"13975","ENSMMUG00000010620.4","ENSMMUG00000010620","WDR45"
"13976","ENSMMUG00000010638.4","ENSMMUG00000010638","UNC5D"
"13977","ENSMMUG00000010665.4","ENSMMUG00000010665","BRMS1L"
"13978","ENSMMUG00000010689.4","ENSMMUG00000010689","FERMT2"
"13979","ENSMMUG00000010716.4","ENSMMUG00000010716","ADAMTS7"
"13980","ENSMMUG00000010727.4","ENSMMUG00000010727",""
"13981","ENSMMUG00000010738.4","ENSMMUG00000010738","HYKK"
"13982","ENSMMUG00000010740.4","ENSMMUG00000010740","PSMA4"
"13983","ENSMMUG00000010743.4","ENSMMUG00000010743","CHRNA5"
"13984","ENSMMUG00000010744.4","ENSMMUG00000010744",""
"13985","ENSMMUG00000010748.4","ENSMMUG00000010748","TRPA1"
"13986","ENSMMUG00000010760.3","ENSMMUG00000010760","DCSTAMP"
"13987","ENSMMUG00000010761.4","ENSMMUG00000010761","DPYS"
"13988","ENSMMUG00000010763.4","ENSMMUG00000010763","BRWD3"
"13989","ENSMMUG00000010767.4","ENSMMUG00000010767","ACTN1"
"13990","ENSMMUG00000010860.4","ENSMMUG00000010860","TOGARAM1"
"13991","ENSMMUG00000010862.4","ENSMMUG00000010862","PRPF39"
"13992","ENSMMUG00000010883.3","ENSMMUG00000010883",""
"13993","ENSMMUG00000010891.4","ENSMMUG00000010891","KAT6A"
"13994","ENSMMUG00000010897.4","ENSMMUG00000010897","PNMA3"
"13995","ENSMMUG00000010936.4","ENSMMUG00000010936","GABRE"
"13996","ENSMMUG00000010963.4","ENSMMUG00000010963","MTMR9"
"13997","ENSMMUG00000010971.4","ENSMMUG00000010971","TOX"
"13998","ENSMMUG00000011040.4","ENSMMUG00000011040","CRISPLD1"
"13999","ENSMMUG00000011045.4","ENSMMUG00000011045","ETFA"
"14000","ENSMMUG00000011047.4","ENSMMUG00000011047","SCAPER"
"14001","ENSMMUG00000011051.4","ENSMMUG00000011051","TRIM9"
"14002","ENSMMUG00000011074.4","ENSMMUG00000011074","TMEM255A"
"14003","ENSMMUG00000011076.4","ENSMMUG00000011076","ZBTB33"
"14004","ENSMMUG00000011078.4","ENSMMUG00000011078","PCDH19"
"14005","ENSMMUG00000011084.4","ENSMMUG00000011084","ADAM21"
"14006","ENSMMUG00000011089.4","ENSMMUG00000011089","COX16"
"14007","ENSMMUG00000011104.4","ENSMMUG00000011104",""
"14008","ENSMMUG00000011105.4","ENSMMUG00000011105","FBXO25"
"14009","ENSMMUG00000011123.4","ENSMMUG00000011123",""
"14010","ENSMMUG00000011144.4","ENSMMUG00000011144","ZNF410"
"14011","ENSMMUG00000011148.4","ENSMMUG00000011148","COQ6"
"14012","ENSMMUG00000011151.3","ENSMMUG00000011151","KCNK13"
"14013","ENSMMUG00000011152.4","ENSMMUG00000011152","IGSF1"
"14014","ENSMMUG00000011154.4","ENSMMUG00000011154","ARHGAP36"
"14015","ENSMMUG00000011155.4","ENSMMUG00000011155","FANCI"
"14016","ENSMMUG00000011160.4","ENSMMUG00000011160","POLG"
"14017","ENSMMUG00000011217.4","ENSMMUG00000011217","SERPINA5"
"14018","ENSMMUG00000011218.4","ENSMMUG00000011218","SERPINA3"
"14019","ENSMMUG00000011251.4","ENSMMUG00000011251","AKAP13"
"14020","ENSMMUG00000011262.4","ENSMMUG00000011262","PDE7A"
"14021","ENSMMUG00000011263.4","ENSMMUG00000011263","MTFR1"
"14022","ENSMMUG00000011271.4","ENSMMUG00000011271","SLC9A6"
"14023","ENSMMUG00000011310.4","ENSMMUG00000011310",""
"14024","ENSMMUG00000011316.4","ENSMMUG00000011316","TTC6"
"14025","ENSMMUG00000011326.4","ENSMMUG00000011326",""
"14026","ENSMMUG00000011328.4","ENSMMUG00000011328","RPS17"
"14027","ENSMMUG00000011345.4","ENSMMUG00000011345","PRPS2"
"14028","ENSMMUG00000011355.3","ENSMMUG00000011355","CXHXorf66"
"14029","ENSMMUG00000011359.4","ENSMMUG00000011359","EIF3E"
"14030","ENSMMUG00000011418.4","ENSMMUG00000011418","ARAF"
"14031","ENSMMUG00000011420.4","ENSMMUG00000011420","SYN1"
"14032","ENSMMUG00000011426.4","ENSMMUG00000011426","TIMP1"
"14033","ENSMMUG00000011437.4","ENSMMUG00000011437","AR"
"14034","ENSMMUG00000011440.4","ENSMMUG00000011440","NEXMIF"
"14035","ENSMMUG00000011469.4","ENSMMUG00000011469","GCNA"
"14036","ENSMMUG00000011474.4","ENSMMUG00000011474","XPNPEP2"
"14037","ENSMMUG00000011475.4","ENSMMUG00000011475","CRIP2"
"14038","ENSMMUG00000011478.4","ENSMMUG00000011478","ATP2B3"
"14039","ENSMMUG00000011480.4","ENSMMUG00000011480","CCNQ"
"14040","ENSMMUG00000011486.4","ENSMMUG00000011486","SEC11A"
"14041","ENSMMUG00000011497.4","ENSMMUG00000011497","WDR44"
"14042","ENSMMUG00000011498.4","ENSMMUG00000011498","DOCK11"
"14043","ENSMMUG00000011514.4","ENSMMUG00000011514","COCH"
"14044","ENSMMUG00000011515.4","ENSMMUG00000011515","STRN3"
"14045","ENSMMUG00000011555.4","ENSMMUG00000011555","IL16"
"14046","ENSMMUG00000011560.4","ENSMMUG00000011560","STARD5"
"14047","ENSMMUG00000011564.4","ENSMMUG00000011564","TMC3"
"14048","ENSMMUG00000011566.4","ENSMMUG00000011566","ARNT2"
"14049","ENSMMUG00000011571.4","ENSMMUG00000011571","GNPNAT1"
"14050","ENSMMUG00000011584.4","ENSMMUG00000011584","CHD7"
"14051","ENSMMUG00000011601.4","ENSMMUG00000011601","NRK"
"14052","ENSMMUG00000011676.4","ENSMMUG00000011676","FAM219B"
"14053","ENSMMUG00000011677.4","ENSMMUG00000011677","COX5A"
"14054","ENSMMUG00000011706.4","ENSMMUG00000011706","EML1"
"14055","ENSMMUG00000011744.4","ENSMMUG00000011744","FGF16"
"14056","ENSMMUG00000011745.4","ENSMMUG00000011745","TC2N"
"14057","ENSMMUG00000011751.4","ENSMMUG00000011751",""
"14058","ENSMMUG00000011752.4","ENSMMUG00000011752","TRAF3"
"14059","ENSMMUG00000011774.4","ENSMMUG00000011774","INTS10"
"14060","ENSMMUG00000011779.4","ENSMMUG00000011779","HEATR5A"
"14061","ENSMMUG00000011782.4","ENSMMUG00000011782","CHD2"
"14062","ENSMMUG00000011819.4","ENSMMUG00000011819","CHSY1"
"14063","ENSMMUG00000011829.4","ENSMMUG00000011829","PCSK6"
"14064","ENSMMUG00000011838.4","ENSMMUG00000011838","IDH3A"
"14065","ENSMMUG00000011839.4","ENSMMUG00000011839","ACSBG1"
"14066","ENSMMUG00000011876.4","ENSMMUG00000011876","FSCB"
"14067","ENSMMUG00000011882.4","ENSMMUG00000011882","IQGAP1"
"14068","ENSMMUG00000011945.4","ENSMMUG00000011945","WDR89"
"14069","ENSMMUG00000011965.4","ENSMMUG00000011965","CCDC175"
"14070","ENSMMUG00000011966.4","ENSMMUG00000011966","RTN1"
"14071","ENSMMUG00000011997.4","ENSMMUG00000011997","LRFN5"
"14072","ENSMMUG00000012043.4","ENSMMUG00000012043","PRSS55"
"14073","ENSMMUG00000012064.4","ENSMMUG00000012064","ERG28"
"14074","ENSMMUG00000012065.4","ENSMMUG00000012065","TTLL5"
"14075","ENSMMUG00000012069.4","ENSMMUG00000012069","TGFB3"
"14076","ENSMMUG00000012070.4","ENSMMUG00000012070","IFT43"
"14077","ENSMMUG00000012073.4","ENSMMUG00000012073",""
"14078","ENSMMUG00000012145.4","ENSMMUG00000012145","ASAP1"
"14079","ENSMMUG00000012261.4","ENSMMUG00000012261","ZC3H12B"
"14080","ENSMMUG00000012305.4","ENSMMUG00000012305","IGF1R"
"14081","ENSMMUG00000012309.4","ENSMMUG00000012309","PGPEP1L"
"14082","ENSMMUG00000012323.4","ENSMMUG00000012323","CDKN3"
"14083","ENSMMUG00000012325.4","ENSMMUG00000012325","CNIH1"
"14084","ENSMMUG00000012356.4","ENSMMUG00000012356","SERPINA9"
"14085","ENSMMUG00000012382.4","ENSMMUG00000012382","NKAP"
"14086","ENSMMUG00000012383.4","ENSMMUG00000012383","VRTN"
"14087","ENSMMUG00000012384.4","ENSMMUG00000012384","AKAP14"
"14088","ENSMMUG00000012388.4","ENSMMUG00000012388","UNC79"
"14089","ENSMMUG00000012398.4","ENSMMUG00000012398","FAM181A"
"14090","ENSMMUG00000012400.4","ENSMMUG00000012400","ASB2"
"14091","ENSMMUG00000012447.4","ENSMMUG00000012447","RABGGTA"
"14092","ENSMMUG00000012452.4","ENSMMUG00000012452","TGM1"
"14093","ENSMMUG00000012455.4","ENSMMUG00000012455","GMPR2"
"14094","ENSMMUG00000012462.4","ENSMMUG00000012462","PSME1"
"14095","ENSMMUG00000012471.4","ENSMMUG00000012471","EMC9"
"14096","ENSMMUG00000012473.4","ENSMMUG00000012473","PSME2"
"14097","ENSMMUG00000012474.4","ENSMMUG00000012474",""
"14098","ENSMMUG00000012480.4","ENSMMUG00000012480","REC8"
"14099","ENSMMUG00000012481.4","ENSMMUG00000012481","IPO4"
"14100","ENSMMUG00000012484.4","ENSMMUG00000012484","FGF13"
"14101","ENSMMUG00000012493.4","ENSMMUG00000012493","TM9SF1"
