"","ensembl_gene_id_version","ensembl_gene_id","external_gene_name"
"5993","ENSMMUG00000022112.4","ENSMMUG00000022112","DPPA2"
"5994","ENSMMUG00000022114.4","ENSMMUG00000022114",""
"5995","ENSMMUG00000022130.4","ENSMMUG00000022130",""
"5996","ENSMMUG00000022203.4","ENSMMUG00000022203","PARP3"
"5997","ENSMMUG00000022204.4","ENSMMUG00000022204","GPR62"
"5998","ENSMMUG00000022205.4","ENSMMUG00000022205","PCBP4"
"5999","ENSMMUG00000022218.4","ENSMMUG00000022218","ANXA3"
"6000","ENSMMUG00000022242.4","ENSMMUG00000022242","SMARCAD1"
"6001","ENSMMUG00000022244.3","ENSMMUG00000022244","HPGDS"
"6002","ENSMMUG00000022246.4","ENSMMUG00000022246","PDLIM5"
"6003","ENSMMUG00000022269.4","ENSMMUG00000022269","PRR27"
"6004","ENSMMUG00000022275.4","ENSMMUG00000022275","AOAH"
"6005","ENSMMUG00000022311.4","ENSMMUG00000022311","PLAC8"
"6006","ENSMMUG00000022312.4","ENSMMUG00000022312","COPS4"
"6007","ENSMMUG00000022317.4","ENSMMUG00000022317","COL6A2"
"6008","ENSMMUG00000022324.4","ENSMMUG00000022324","FTCD"
"6009","ENSMMUG00000022329.4","ENSMMUG00000022329","LSS"
"6010","ENSMMUG00000022331.4","ENSMMUG00000022331","MCM3AP"
"6011","ENSMMUG00000022355.4","ENSMMUG00000022355","CLGN"
"6012","ENSMMUG00000022394.4","ENSMMUG00000022394","EGFR"
"6013","ENSMMUG00000022416.4","ENSMMUG00000022416","SORCS2"
"6014","ENSMMUG00000022417.4","ENSMMUG00000022417","RAP1GDS1"
"6015","ENSMMUG00000022439.4","ENSMMUG00000022439","TAS2R4"
"6016","ENSMMUG00000022442.4","ENSMMUG00000022442","SSBP1"
"6017","ENSMMUG00000022449.4","ENSMMUG00000022449","C3H7orf25"
"6018","ENSMMUG00000022451.4","ENSMMUG00000022451","PSMA2"
"6019","ENSMMUG00000022454.4","ENSMMUG00000022454","TAX1BP1"
"6020","ENSMMUG00000022484.4","ENSMMUG00000022484","ITPRID1"
"6021","ENSMMUG00000022485.4","ENSMMUG00000022485","PPP1R17"
"6022","ENSMMUG00000022490.4","ENSMMUG00000022490","CYP3A43"
"6023","ENSMMUG00000022502.4","ENSMMUG00000022502","TRIM4"
"6024","ENSMMUG00000022503.4","ENSMMUG00000022503","GJC3"
"6025","ENSMMUG00000022504.4","ENSMMUG00000022504","AZGP1"
"6026","ENSMMUG00000022507.4","ENSMMUG00000022507","GXYLT2"
"6027","ENSMMUG00000022513.4","ENSMMUG00000022513","GRM3"
"6028","ENSMMUG00000022530.4","ENSMMUG00000022530","NOA1"
"6029","ENSMMUG00000022555.4","ENSMMUG00000022555","GALNT17"
"6030","ENSMMUG00000022556.4","ENSMMUG00000022556","TSPEAR"
"6031","ENSMMUG00000022558.4","ENSMMUG00000022558",""
"6032","ENSMMUG00000022559.4","ENSMMUG00000022559",""
"6033","ENSMMUG00000022560.4","ENSMMUG00000022560",""
"6034","ENSMMUG00000022561.4","ENSMMUG00000022561",""
"6035","ENSMMUG00000022569.4","ENSMMUG00000022569","PARP14"
"6036","ENSMMUG00000022572.4","ENSMMUG00000022572","HSPBAP1"
"6037","ENSMMUG00000022573.4","ENSMMUG00000022573","SLC49A4"
"6038","ENSMMUG00000022624.4","ENSMMUG00000022624",""
"6039","ENSMMUG00000022633.4","ENSMMUG00000022633","REPIN1"
"6040","ENSMMUG00000022636.4","ENSMMUG00000022636","GIMAP8"
"6041","ENSMMUG00000022642.4","ENSMMUG00000022642","PPP1R3A"
"6042","ENSMMUG00000022672.4","ENSMMUG00000022672","HTRA3"
"6043","ENSMMUG00000022683.4","ENSMMUG00000022683","MACC1"
"6044","ENSMMUG00000022695.4","ENSMMUG00000022695","ADAM22"
"6045","ENSMMUG00000022696.4","ENSMMUG00000022696","SRI"
"6046","ENSMMUG00000022697.4","ENSMMUG00000022697","STEAP4"
"6047","ENSMMUG00000022699.4","ENSMMUG00000022699","NEUROD6"
"6048","ENSMMUG00000022701.4","ENSMMUG00000022701","DNAJC28"
"6049","ENSMMUG00000022702.4","ENSMMUG00000022702","GART"
"6050","ENSMMUG00000022727.4","ENSMMUG00000022727","KMT2E"
"6051","ENSMMUG00000022728.4","ENSMMUG00000022728","ZSCAN25"
"6052","ENSMMUG00000022730.4","ENSMMUG00000022730","CYP3A7"
"6053","ENSMMUG00000022732.4","ENSMMUG00000022732","SRPK2"
"6054","ENSMMUG00000022751.4","ENSMMUG00000022751","MFSD8"
"6055","ENSMMUG00000022764.4","ENSMMUG00000022764","DNAH11"
"6056","ENSMMUG00000022766.4","ENSMMUG00000022766","CDCA7L"
"6057","ENSMMUG00000022769.4","ENSMMUG00000022769",""
"6058","ENSMMUG00000022772.4","ENSMMUG00000022772",""
"6059","ENSMMUG00000022776.4","ENSMMUG00000022776","NSUN5"
"6060","ENSMMUG00000022778.4","ENSMMUG00000022778","TRIM50"
"6061","ENSMMUG00000022781.4","ENSMMUG00000022781","DCAF4L1"
"6062","ENSMMUG00000022782.4","ENSMMUG00000022782","SLC30A9"
"6063","ENSMMUG00000022791.4","ENSMMUG00000022791","HSF2BP"
"6064","ENSMMUG00000022840.4","ENSMMUG00000022840","ZAN"
"6065","ENSMMUG00000022863.4","ENSMMUG00000022863","EPO"
"6066","ENSMMUG00000022900.3","ENSMMUG00000022900","PDGFC"
"6067","ENSMMUG00000022901.4","ENSMMUG00000022901","GLRB"
"6068","ENSMMUG00000022936.4","ENSMMUG00000022936","DRD3"
"6069","ENSMMUG00000022956.4","ENSMMUG00000022956","LRIT3"
"6070","ENSMMUG00000023099.4","ENSMMUG00000023099","LRPAP1"
"6071","ENSMMUG00000023104.4","ENSMMUG00000023104","ELMO1"
"6072","ENSMMUG00000023116.4","ENSMMUG00000023116","LDB2"
"6073","ENSMMUG00000023124.4","ENSMMUG00000023124","TMEM43"
"6074","ENSMMUG00000023125.4","ENSMMUG00000023125","XPC"
"6075","ENSMMUG00000023134.4","ENSMMUG00000023134","HIBADH"
"6076","ENSMMUG00000023149.4","ENSMMUG00000023149","PCDH10"
"6077","ENSMMUG00000023152.4","ENSMMUG00000023152",""
"6078","ENSMMUG00000023186.4","ENSMMUG00000023186","CXCL13"
"6079","ENSMMUG00000023194.4","ENSMMUG00000023194","FAM221A"
"6080","ENSMMUG00000023196.4","ENSMMUG00000023196","STK31"
"6081","ENSMMUG00000023227.4","ENSMMUG00000023227","CDKL2"
"6082","ENSMMUG00000023230.4","ENSMMUG00000023230","SNX10"
"6083","ENSMMUG00000023240.4","ENSMMUG00000023240","SEC24B"
"6084","ENSMMUG00000023241.4","ENSMMUG00000023241","GC"
"6085","ENSMMUG00000023242.4","ENSMMUG00000023242","TMEM128"
"6086","ENSMMUG00000023244.4","ENSMMUG00000023244","GUCY1A1"
"6087","ENSMMUG00000023254.4","ENSMMUG00000023254","HADH"
"6088","ENSMMUG00000023256.4","ENSMMUG00000023256","LEF1"
"6089","ENSMMUG00000023308.4","ENSMMUG00000023308","KCND2"
"6090","ENSMMUG00000023310.4","ENSMMUG00000023310","TSPAN12"
"6091","ENSMMUG00000023318.4","ENSMMUG00000023318","TRRAP"
"6092","ENSMMUG00000023330.4","ENSMMUG00000023330","EPHA6"
"6093","ENSMMUG00000023333.4","ENSMMUG00000023333","USP46"
"6094","ENSMMUG00000023347.4","ENSMMUG00000023347",""
"6095","ENSMMUG00000023393.4","ENSMMUG00000023393","LYAR"
"6096","ENSMMUG00000023394.4","ENSMMUG00000023394","ZBTB49"
"6097","ENSMMUG00000023400.4","ENSMMUG00000023400","CPE"
"6098","ENSMMUG00000023427.4","ENSMMUG00000023427","EXOC1"
"6099","ENSMMUG00000023428.4","ENSMMUG00000023428","NPNT"
"6100","ENSMMUG00000023470.4","ENSMMUG00000023470","GNAI1"
"6101","ENSMMUG00000023591.4","ENSMMUG00000023591","ZGRF1"
"6102","ENSMMUG00000023597.4","ENSMMUG00000023597","ARSJ"
"6103","ENSMMUG00000023650.4","ENSMMUG00000023650","RWDD4"
"6104","ENSMMUG00000023651.4","ENSMMUG00000023651","TRAPPC11"
"6105","ENSMMUG00000023653.4","ENSMMUG00000023653","STEAP2"
"6106","ENSMMUG00000023654.4","ENSMMUG00000023654","CFAP69"
"6107","ENSMMUG00000023656.4","ENSMMUG00000023656","GTPBP10"
"6108","ENSMMUG00000023657.4","ENSMMUG00000023657","CLDN12"
"6109","ENSMMUG00000023659.4","ENSMMUG00000023659","STARD3NL"
"6110","ENSMMUG00000023667.4","ENSMMUG00000023667","AMPH"
"6111","ENSMMUG00000023718.4","ENSMMUG00000023718","SYNPR"
"6112","ENSMMUG00000023771.4","ENSMMUG00000023771","SAMSN1"
"6113","ENSMMUG00000023914.3","ENSMMUG00000023914","U6"
"6114","ENSMMUG00000023918.3","ENSMMUG00000023918","Y_RNA"
"6115","ENSMMUG00000023940.3","ENSMMUG00000023940","U6"
"6116","ENSMMUG00000023945.3","ENSMMUG00000023945","Y_RNA"
"6117","ENSMMUG00000023954.3","ENSMMUG00000023954","Y_RNA"
"6118","ENSMMUG00000023983.3","ENSMMUG00000023983","Y_RNA"
"6119","ENSMMUG00000024041.3","ENSMMUG00000024041",""
"6120","ENSMMUG00000024050.3","ENSMMUG00000024050","U1"
"6121","ENSMMUG00000024119.3","ENSMMUG00000024119","U6"
"6122","ENSMMUG00000024137.3","ENSMMUG00000024137","Y_RNA"
"6123","ENSMMUG00000024216.3","ENSMMUG00000024216","U7"
"6124","ENSMMUG00000024238.3","ENSMMUG00000024238","U6"
"6125","ENSMMUG00000024291.3","ENSMMUG00000024291","Y_RNA"
"6126","ENSMMUG00000024316.3","ENSMMUG00000024316","U6"
"6127","ENSMMUG00000024320.3","ENSMMUG00000024320","U2"
"6128","ENSMMUG00000024346.4","ENSMMUG00000024346",""
"6129","ENSMMUG00000024348.3","ENSMMUG00000024348","U6"
"6130","ENSMMUG00000024362.3","ENSMMUG00000024362","U6"
"6131","ENSMMUG00000024425.3","ENSMMUG00000024425","U6"
"6132","ENSMMUG00000024428.3","ENSMMUG00000024428","Y_RNA"
"6133","ENSMMUG00000024436.3","ENSMMUG00000024436","Y_RNA"
"6134","ENSMMUG00000024461.3","ENSMMUG00000024461",""
"6135","ENSMMUG00000024477.3","ENSMMUG00000024477","U6"
"6136","ENSMMUG00000024504.3","ENSMMUG00000024504","Y_RNA"
"6137","ENSMMUG00000024534.3","ENSMMUG00000024534","U6"
"6138","ENSMMUG00000024539.3","ENSMMUG00000024539","U1"
"6139","ENSMMUG00000024598.3","ENSMMUG00000024598","U6"
"6140","ENSMMUG00000024639.3","ENSMMUG00000024639","U6"
"6141","ENSMMUG00000024730.3","ENSMMUG00000024730","U6"
"6142","ENSMMUG00000024793.3","ENSMMUG00000024793","U6"
"6143","ENSMMUG00000024815.3","ENSMMUG00000024815",""
"6144","ENSMMUG00000024834.4","ENSMMUG00000024834","SNORA70"
"6145","ENSMMUG00000024882.3","ENSMMUG00000024882","SNORD42"
"6146","ENSMMUG00000024983.3","ENSMMUG00000024983","U6"
"6147","ENSMMUG00000024995.3","ENSMMUG00000024995",""
"6148","ENSMMUG00000024996.3","ENSMMUG00000024996",""
"6149","ENSMMUG00000025017.3","ENSMMUG00000025017","U3"
"6150","ENSMMUG00000025030.3","ENSMMUG00000025030","U6"
"6151","ENSMMUG00000025035.3","ENSMMUG00000025035","U1"
"6152","ENSMMUG00000025043.3","ENSMMUG00000025043","Y_RNA"
"6153","ENSMMUG00000025079.3","ENSMMUG00000025079","Y_RNA"
"6154","ENSMMUG00000025101.4","ENSMMUG00000025101","Y_RNA"
"6155","ENSMMUG00000025105.3","ENSMMUG00000025105","Y_RNA"
"6156","ENSMMUG00000025159.3","ENSMMUG00000025159","U5"
"6157","ENSMMUG00000025184.3","ENSMMUG00000025184",""
"6158","ENSMMUG00000025264.3","ENSMMUG00000025264","U6"
"6159","ENSMMUG00000025266.3","ENSMMUG00000025266","Y_RNA"
"6160","ENSMMUG00000025279.3","ENSMMUG00000025279",""
"6161","ENSMMUG00000025300.3","ENSMMUG00000025300","5S_rRNA"
"6162","ENSMMUG00000025302.3","ENSMMUG00000025302","U6"
"6163","ENSMMUG00000025345.3","ENSMMUG00000025345","U1"
"6164","ENSMMUG00000025353.3","ENSMMUG00000025353",""
"6165","ENSMMUG00000025407.3","ENSMMUG00000025407",""
"6166","ENSMMUG00000025423.3","ENSMMUG00000025423","SNORA62"
"6167","ENSMMUG00000025475.3","ENSMMUG00000025475","U1"
"6168","ENSMMUG00000025504.3","ENSMMUG00000025504","Y_RNA"
"6169","ENSMMUG00000025556.3","ENSMMUG00000025556",""
"6170","ENSMMUG00000025627.3","ENSMMUG00000025627",""
"6171","ENSMMUG00000025643.4","ENSMMUG00000025643","Y_RNA"
"6172","ENSMMUG00000025650.3","ENSMMUG00000025650",""
"6173","ENSMMUG00000025709.3","ENSMMUG00000025709","Y_RNA"
"6174","ENSMMUG00000025758.3","ENSMMUG00000025758",""
"6175","ENSMMUG00000025764.3","ENSMMUG00000025764","U1"
"6176","ENSMMUG00000025824.3","ENSMMUG00000025824","U1"
"6177","ENSMMUG00000025827.3","ENSMMUG00000025827",""
"6178","ENSMMUG00000025835.3","ENSMMUG00000025835","U6"
"6179","ENSMMUG00000025856.3","ENSMMUG00000025856",""
"6180","ENSMMUG00000025863.3","ENSMMUG00000025863",""
"6181","ENSMMUG00000025882.3","ENSMMUG00000025882","U6"
"6182","ENSMMUG00000025894.3","ENSMMUG00000025894","U6"
"6183","ENSMMUG00000025903.3","ENSMMUG00000025903",""
"6184","ENSMMUG00000025917.3","ENSMMUG00000025917","U6"
"6185","ENSMMUG00000025987.3","ENSMMUG00000025987","Y_RNA"
"6186","ENSMMUG00000026049.3","ENSMMUG00000026049","Y_RNA"
"6187","ENSMMUG00000026084.3","ENSMMUG00000026084","U6"
"6188","ENSMMUG00000026089.3","ENSMMUG00000026089","Y_RNA"
"6189","ENSMMUG00000026102.3","ENSMMUG00000026102",""
"6190","ENSMMUG00000026103.3","ENSMMUG00000026103","U1"
"6191","ENSMMUG00000026105.3","ENSMMUG00000026105","Y_RNA"
"6192","ENSMMUG00000026124.3","ENSMMUG00000026124","Y_RNA"
"6193","ENSMMUG00000026128.4","ENSMMUG00000026128","U1"
"6194","ENSMMUG00000026144.3","ENSMMUG00000026144",""
"6195","ENSMMUG00000026217.3","ENSMMUG00000026217","Y_RNA"
"6196","ENSMMUG00000026314.3","ENSMMUG00000026314","Y_RNA"
"6197","ENSMMUG00000026326.3","ENSMMUG00000026326","Y_RNA"
"6198","ENSMMUG00000026335.3","ENSMMUG00000026335",""
"6199","ENSMMUG00000026353.3","ENSMMUG00000026353","Y_RNA"
"6200","ENSMMUG00000026362.3","ENSMMUG00000026362","Y_RNA"
"6201","ENSMMUG00000026365.3","ENSMMUG00000026365","U1"
"6202","ENSMMUG00000026445.3","ENSMMUG00000026445","Y_RNA"
"6203","ENSMMUG00000026482.3","ENSMMUG00000026482","U6"
"6204","ENSMMUG00000026502.4","ENSMMUG00000026502",""
"6205","ENSMMUG00000026507.4","ENSMMUG00000026507",""
"6206","ENSMMUG00000026540.3","ENSMMUG00000026540","U6"
"6207","ENSMMUG00000026577.3","ENSMMUG00000026577",""
"6208","ENSMMUG00000026608.3","ENSMMUG00000026608","U6"
"6209","ENSMMUG00000026622.3","ENSMMUG00000026622","U6"
"6210","ENSMMUG00000026710.3","ENSMMUG00000026710","Y_RNA"
"6211","ENSMMUG00000026721.3","ENSMMUG00000026721","U6"
"6212","ENSMMUG00000026747.3","ENSMMUG00000026747","U1"
"6213","ENSMMUG00000026786.3","ENSMMUG00000026786",""
"6214","ENSMMUG00000026795.3","ENSMMUG00000026795","Y_RNA"
"6215","ENSMMUG00000026804.3","ENSMMUG00000026804","U1"
"6216","ENSMMUG00000026830.3","ENSMMUG00000026830","U1"
"6217","ENSMMUG00000026856.3","ENSMMUG00000026856","mml-mir-183"
"6218","ENSMMUG00000026882.3","ENSMMUG00000026882","mml-mir-302c"
"6219","ENSMMUG00000026912.3","ENSMMUG00000026912","mml-mir-106b"
"6220","ENSMMUG00000026917.4","ENSMMUG00000026917",""
"6221","ENSMMUG00000026938.4","ENSMMUG00000026938","mml-mir-425"
"6222","ENSMMUG00000026940.3","ENSMMUG00000026940",""
"6223","ENSMMUG00000026964.4","ENSMMUG00000026964",""
"6224","ENSMMUG00000026984.4","ENSMMUG00000026984","mml-mir-367"
"6225","ENSMMUG00000026997.3","ENSMMUG00000026997","mml-mir-99a"
"6226","ENSMMUG00000026999.3","ENSMMUG00000026999","mml-mir-182"
"6227","ENSMMUG00000027018.3","ENSMMUG00000027018",""
"6228","ENSMMUG00000027023.4","ENSMMUG00000027023","mml-mir-93"
"6229","ENSMMUG00000027025.3","ENSMMUG00000027025","mml-mir-218-1"
"6230","ENSMMUG00000027031.3","ENSMMUG00000027031","mml-mir-135a-1"
"6231","ENSMMUG00000027042.3","ENSMMUG00000027042","mml-mir-302a"
"6232","ENSMMUG00000027050.3","ENSMMUG00000027050","mml-mir-95"
"6233","ENSMMUG00000027058.4","ENSMMUG00000027058","mml-mir-302b"
"6234","ENSMMUG00000027061.3","ENSMMUG00000027061",""
"6235","ENSMMUG00000027069.4","ENSMMUG00000027069","mml-mir-155"
"6236","ENSMMUG00000027096.3","ENSMMUG00000027096","mml-mir-339"
"6237","ENSMMUG00000027098.3","ENSMMUG00000027098",""
"6238","ENSMMUG00000027100.3","ENSMMUG00000027100","mml-mir-25"
"6239","ENSMMUG00000027118.3","ENSMMUG00000027118","mml-mir-490"
"6240","ENSMMUG00000027128.3","ENSMMUG00000027128","mml-mir-29b-1"
"6241","ENSMMUG00000027144.3","ENSMMUG00000027144","mml-mir-653"
"6242","ENSMMUG00000027156.3","ENSMMUG00000027156","mml-mir-577"
"6243","ENSMMUG00000027207.3","ENSMMUG00000027207","mml-mir-590"
"6244","ENSMMUG00000027221.3","ENSMMUG00000027221","mml-mir-593"
"6245","ENSMMUG00000027247.3","ENSMMUG00000027247",""
"6246","ENSMMUG00000027281.3","ENSMMUG00000027281",""
"6247","ENSMMUG00000027318.3","ENSMMUG00000027318","U6"
"6248","ENSMMUG00000027344.3","ENSMMUG00000027344","Y_RNA"
"6249","ENSMMUG00000027349.3","ENSMMUG00000027349","Y_RNA"
"6250","ENSMMUG00000027360.3","ENSMMUG00000027360","U4"
"6251","ENSMMUG00000027387.3","ENSMMUG00000027387",""
"6252","ENSMMUG00000027395.3","ENSMMUG00000027395","U6"
"6253","ENSMMUG00000027463.3","ENSMMUG00000027463","U1"
"6254","ENSMMUG00000027504.3","ENSMMUG00000027504","Y_RNA"
"6255","ENSMMUG00000027541.3","ENSMMUG00000027541","SNORA70"
"6256","ENSMMUG00000027556.3","ENSMMUG00000027556","U6"
"6257","ENSMMUG00000027579.3","ENSMMUG00000027579","Y_RNA"
"6258","ENSMMUG00000027662.3","ENSMMUG00000027662","Y_RNA"
"6259","ENSMMUG00000027683.3","ENSMMUG00000027683","U6"
"6260","ENSMMUG00000027695.3","ENSMMUG00000027695","U3"
"6261","ENSMMUG00000027698.3","ENSMMUG00000027698","U5"
"6262","ENSMMUG00000027785.3","ENSMMUG00000027785","U6"
"6263","ENSMMUG00000027866.3","ENSMMUG00000027866",""
"6264","ENSMMUG00000027898.3","ENSMMUG00000027898","U6"
"6265","ENSMMUG00000027918.3","ENSMMUG00000027918","U6"
"6266","ENSMMUG00000027929.3","ENSMMUG00000027929","U1"
"6267","ENSMMUG00000027964.3","ENSMMUG00000027964","5S_rRNA"
"6268","ENSMMUG00000027981.3","ENSMMUG00000027981","U6"
"6269","ENSMMUG00000028019.3","ENSMMUG00000028019","Y_RNA"
"6270","ENSMMUG00000028020.3","ENSMMUG00000028020","Y_RNA"
"6271","ENSMMUG00000028022.3","ENSMMUG00000028022","Y_RNA"
"6272","ENSMMUG00000028039.3","ENSMMUG00000028039","U6"
"6273","ENSMMUG00000028056.3","ENSMMUG00000028056","U6"
"6274","ENSMMUG00000028086.3","ENSMMUG00000028086","Y_RNA"
"6275","ENSMMUG00000028148.3","ENSMMUG00000028148","U6"
"6276","ENSMMUG00000028178.3","ENSMMUG00000028178","SNORA75"
"6277","ENSMMUG00000028282.3","ENSMMUG00000028282","Y_RNA"
"6278","ENSMMUG00000028342.3","ENSMMUG00000028342","U6"
"6279","ENSMMUG00000028389.3","ENSMMUG00000028389","Y_RNA"
"6280","ENSMMUG00000028409.3","ENSMMUG00000028409","Y_RNA"
"6281","ENSMMUG00000028411.3","ENSMMUG00000028411","U6"
"6282","ENSMMUG00000028422.3","ENSMMUG00000028422","SNORA70"
"6283","ENSMMUG00000028442.3","ENSMMUG00000028442","Y_RNA"
"6284","ENSMMUG00000028452.3","ENSMMUG00000028452","Y_RNA"
"6285","ENSMMUG00000028469.3","ENSMMUG00000028469","U6"
"6286","ENSMMUG00000028494.3","ENSMMUG00000028494","U6"
"6287","ENSMMUG00000028550.3","ENSMMUG00000028550",""
"6288","ENSMMUG00000028593.3","ENSMMUG00000028593","mml-mir-96"
"6289","ENSMMUG00000028627.3","ENSMMUG00000028627","mml-mir-125b-2"
"6290","ENSMMUG00000030008.3","ENSMMUG00000030008","CLDN24"
"6291","ENSMMUG00000030042.3","ENSMMUG00000030042",""
"6292","ENSMMUG00000030046.3","ENSMMUG00000030046","FNIP2"
"6293","ENSMMUG00000030100.3","ENSMMUG00000030100","KLRG2"
"6294","ENSMMUG00000030101.3","ENSMMUG00000030101",""
"6295","ENSMMUG00000030139.3","ENSMMUG00000030139","MGAT4D"
"6296","ENSMMUG00000030153.3","ENSMMUG00000030153",""
"6297","ENSMMUG00000030170.3","ENSMMUG00000030170","TMEM209"
"6298","ENSMMUG00000030218.3","ENSMMUG00000030218","BCAP29"
"6299","ENSMMUG00000030244.3","ENSMMUG00000030244","CACNA2D1"
"6300","ENSMMUG00000030261.3","ENSMMUG00000030261",""
"6301","ENSMMUG00000030278.3","ENSMMUG00000030278","VWDE"
"6302","ENSMMUG00000030280.3","ENSMMUG00000030280","DCK"
"6303","ENSMMUG00000030317.3","ENSMMUG00000030317",""
"6304","ENSMMUG00000030337.3","ENSMMUG00000030337","ABRAXAS1"
"6305","ENSMMUG00000030349.3","ENSMMUG00000030349","GRXCR1"
"6306","ENSMMUG00000030357.3","ENSMMUG00000030357",""
"6307","ENSMMUG00000030358.3","ENSMMUG00000030358","CHRNA9"
"6308","ENSMMUG00000030374.3","ENSMMUG00000030374",""
"6309","ENSMMUG00000030377.3","ENSMMUG00000030377","MLXIPL"
"6310","ENSMMUG00000030380.3","ENSMMUG00000030380","KCNIP4"
"6311","ENSMMUG00000030384.3","ENSMMUG00000030384",""
"6312","ENSMMUG00000030385.3","ENSMMUG00000030385","MYL10"
"6313","ENSMMUG00000030400.3","ENSMMUG00000030400","SH3TC1"
"6314","ENSMMUG00000030408.3","ENSMMUG00000030408",""
"6315","ENSMMUG00000030415.3","ENSMMUG00000030415","KDELR2"
"6316","ENSMMUG00000030419.3","ENSMMUG00000030419","EIF2AK1"
"6317","ENSMMUG00000030420.3","ENSMMUG00000030420","AIMP2"
"6318","ENSMMUG00000030421.3","ENSMMUG00000030421","PMS2"
"6319","ENSMMUG00000030422.3","ENSMMUG00000030422",""
"6320","ENSMMUG00000030448.3","ENSMMUG00000030448",""
"6321","ENSMMUG00000030454.3","ENSMMUG00000030454","RWDD2B"
"6322","ENSMMUG00000030497.3","ENSMMUG00000030497",""
"6323","ENSMMUG00000030802.3","ENSMMUG00000030802","CHCHD2"
"6324","ENSMMUG00000031732.3","ENSMMUG00000031732","CSPG5"
"6325","ENSMMUG00000031754.3","ENSMMUG00000031754","SLC26A6"
"6326","ENSMMUG00000031775.3","ENSMMUG00000031775",""
"6327","ENSMMUG00000031780.3","ENSMMUG00000031780","NICN1"
"6328","ENSMMUG00000031794.3","ENSMMUG00000031794",""
"6329","ENSMMUG00000031811.3","ENSMMUG00000031811","MON1A"
"6330","ENSMMUG00000031896.3","ENSMMUG00000031896","KCTD6"
"6331","ENSMMUG00000031902.3","ENSMMUG00000031902",""
"6332","ENSMMUG00000031947.3","ENSMMUG00000031947",""
"6333","ENSMMUG00000031981.3","ENSMMUG00000031981",""
"6334","ENSMMUG00000031993.3","ENSMMUG00000031993","MKRN2OS"
"6335","ENSMMUG00000032005.3","ENSMMUG00000032005","HEG1"
"6336","ENSMMUG00000032009.3","ENSMMUG00000032009","UMPS"
"6337","ENSMMUG00000032010.3","ENSMMUG00000032010","C5H4orf46"
"6338","ENSMMUG00000032031.3","ENSMMUG00000032031",""
"6339","ENSMMUG00000032091.3","ENSMMUG00000032091",""
"6340","ENSMMUG00000032102.3","ENSMMUG00000032102","OR5K1"
"6341","ENSMMUG00000032295.3","ENSMMUG00000032295","ZNF595"
"6342","ENSMMUG00000032300.3","ENSMMUG00000032300","FGFRL1"
"6343","ENSMMUG00000032303.3","ENSMMUG00000032303","SLBP"
"6344","ENSMMUG00000032304.3","ENSMMUG00000032304","CKQ732225.1H4orf48"
"6345","ENSMMUG00000032306.3","ENSMMUG00000032306","ZFYVE28"
"6346","ENSMMUG00000032524.3","ENSMMUG00000032524",""
"6347","ENSMMUG00000032580.3","ENSMMUG00000032580",""
"6348","ENSMMUG00000032634.3","ENSMMUG00000032634","mml-mir-671"
"6349","ENSMMUG00000032659.3","ENSMMUG00000032659","mml-mir-711"
"6350","ENSMMUG00000032664.3","ENSMMUG00000032664","mml-mir-492"
"6351","ENSMMUG00000032675.3","ENSMMUG00000032675","mml-mir-802"
"6352","ENSMMUG00000032702.3","ENSMMUG00000032702","SNORD73"
"6353","ENSMMUG00000032726.3","ENSMMUG00000032726","SNORD73"
"6354","ENSMMUG00000032747.3","ENSMMUG00000032747","U6"
"6355","ENSMMUG00000032749.3","ENSMMUG00000032749",""
"6356","ENSMMUG00000032776.3","ENSMMUG00000032776","U6"
"6357","ENSMMUG00000032793.3","ENSMMUG00000032793","U6"
"6358","ENSMMUG00000032842.3","ENSMMUG00000032842","U6"
"6359","ENSMMUG00000032849.3","ENSMMUG00000032849",""
"6360","ENSMMUG00000032865.3","ENSMMUG00000032865","U6"
"6361","ENSMMUG00000032866.3","ENSMMUG00000032866",""
"6362","ENSMMUG00000032870.3","ENSMMUG00000032870",""
"6363","ENSMMUG00000032872.3","ENSMMUG00000032872",""
"6364","ENSMMUG00000032881.3","ENSMMUG00000032881","Y_RNA"
"6365","ENSMMUG00000032903.3","ENSMMUG00000032903","U6"
"6366","ENSMMUG00000032928.3","ENSMMUG00000032928",""
"6367","ENSMMUG00000032930.3","ENSMMUG00000032930",""
"6368","ENSMMUG00000032971.3","ENSMMUG00000032971","U6"
"6369","ENSMMUG00000032973.3","ENSMMUG00000032973","mml-mir-550"
"6370","ENSMMUG00000033015.3","ENSMMUG00000033015",""
"6371","ENSMMUG00000033044.3","ENSMMUG00000033044","U6"
"6372","ENSMMUG00000033050.3","ENSMMUG00000033050",""
"6373","ENSMMUG00000033109.3","ENSMMUG00000033109","mml-mir-302d"
"6374","ENSMMUG00000033120.3","ENSMMUG00000033120","mml-mir-489"
"6375","ENSMMUG00000033136.3","ENSMMUG00000033136","U6"
"6376","ENSMMUG00000033143.3","ENSMMUG00000033143","mml-mir-576"
"6377","ENSMMUG00000033148.3","ENSMMUG00000033148","U3"
"6378","ENSMMUG00000033161.3","ENSMMUG00000033161",""
"6379","ENSMMUG00000033169.3","ENSMMUG00000033169",""
